Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2012,Tennessee,Western Rim,Robertson,69.5,"Robertson County, Tennessee",47147,TN
2012,Tennessee,Central Basin,Rutherford,27.1,"Rutherford County, Tennessee",47149,TN
2012,Tennessee,Delta,Tipton,112.0,"Tipton County, Tennessee",47167,TN
2012,Tennessee,West Tennessee,Weakley,62.5,"Weakley County, Tennessee",47183,TN
2011,Tennessee,East Tennessee,Blount,106.7,"Blount County, Tennessee",47009,TN
2011,Tennessee,Central Basin,Cannon,158.8,"Cannon County, Tennessee",47015,TN
2011,Tennessee,West Tennessee,Carroll,122.5,"Carroll County, Tennessee",47017,TN
2011,Tennessee,Cumberland Plateau,Coffee,170.3,"Coffee County, Tennessee",47031,TN
2011,Tennessee,West Tennessee,Crockett,133.5,"Crockett County, Tennessee",47033,TN
2011,Tennessee,West Tennessee,Fayette,121.4,"Fayette County, Tennessee",47047,TN
2011,Tennessee,Cumberland Plateau,Franklin,151.6,"Franklin County, Tennessee",47051,TN
2011,Tennessee,West Tennessee,Gibson,127.1,"Gibson County, Tennessee",47053,TN
2011,Tennessee,Central Basin,Giles,133.4,"Giles County, Tennessee",47055,TN
2011,Tennessee,West Tennessee,Haywood,130.3,"Haywood County, Tennessee",47075,TN
2011,Tennessee,West Tennessee,Henry,132.4,"Henry County, Tennessee",47079,TN
2011,Tennessee,Delta,Lauderdale,140.6,"Lauderdale County, Tennessee",47097,TN
2011,Tennessee,Western Rim,Lawrence,138.3,"Lawrence County, Tennessee",47099,TN
2011,Tennessee,Central Basin,Macon,127.8,"Macon County, Tennessee",47111,TN
2011,Tennessee,Cumberland Plateau,Marion,122.9,"Marion County, Tennessee",47115,TN
2011,Tennessee,Western Rim,Robertson,132.4,"Robertson County, Tennessee",47147,TN
2011,Tennessee,Central Basin,Rutherford,129.8,"Rutherford County, Tennessee",47149,TN
2011,Tennessee,Delta,Tipton,126.4,"Tipton County, Tennessee",47167,TN
2011,Tennessee,West Tennessee,Weakley,129.0,"Weakley County, Tennessee",47183,TN
2010,Tennessee,East Tennessee,Blount,90.8,"Blount County, Tennessee",47009,TN
2010,Tennessee,Central Basin,Cannon,133.3,"Cannon County, Tennessee",47015,TN
2010,Tennessee,West Tennessee,Carroll,109.4,"Carroll County, Tennessee",47017,TN
2010,Tennessee,Cumberland Plateau,Coffee,141.1,"Coffee County, Tennessee",47031,TN
2010,Tennessee,West Tennessee,Crockett,138.2,"Crockett County, Tennessee",47033,TN
2010,Tennessee,West Tennessee,Fayette,114.8,"Fayette County, Tennessee",47047,TN
2010,Tennessee,Cumberland Plateau,Franklin,132.0,"Franklin County, Tennessee",47051,TN
2010,Tennessee,West Tennessee,Gibson,127.9,"Gibson County, Tennessee",47053,TN
2010,Tennessee,Central Basin,Giles,148.2,"Giles County, Tennessee",47055,TN
2010,Tennessee,West Tennessee,Haywood,130.8,"Haywood County, Tennessee",47075,TN
2010,Tennessee,West Tennessee,Henry,116.1,"Henry County, Tennessee",47079,TN
2010,Tennessee,Delta,Lauderdale,136.0,"Lauderdale County, Tennessee",47097,TN
2010,Tennessee,Western Rim,Lawrence,117.6,"Lawrence County, Tennessee",47099,TN
2010,Tennessee,Central Basin,Macon,90.5,"Macon County, Tennessee",47111,TN
2010,Tennessee,Cumberland Plateau,Marion,122.5,"Marion County, Tennessee",47115,TN
2010,Tennessee,Western Rim,Robertson,90.1,"Robertson County, Tennessee",47147,TN
2010,Tennessee,Central Basin,Rutherford,133.3,"Rutherford County, Tennessee",47149,TN
2010,Tennessee,Delta,Tipton,124.1,"Tipton County, Tennessee",47167,TN
2010,Tennessee,West Tennessee,Weakley,112.2,"Weakley County, Tennessee",47183,TN
2009,Tennessee,East Tennessee,Blount,152.0,"Blount County, Tennessee",47009,TN
2009,Tennessee,Central Basin,Cannon,158.0,"Cannon County, Tennessee",47015,TN
2009,Tennessee,West Tennessee,Carroll,157.0,"Carroll County, Tennessee",47017,TN
2009,Tennessee,Cumberland Plateau,Coffee,143.0,"Coffee County, Tennessee",47031,TN
2009,Tennessee,West Tennessee,Crockett,150.0,"Crockett County, Tennessee",47033,TN
2009,Tennessee,West Tennessee,Fayette,145.0,"Fayette County, Tennessee",47047,TN
2009,Tennessee,Cumberland Plateau,Franklin,99.0,"Franklin County, Tennessee",47051,TN
2009,Tennessee,West Tennessee,Gibson,143.0,"Gibson County, Tennessee",47053,TN
2009,Tennessee,Central Basin,Giles,146.0,"Giles County, Tennessee",47055,TN
2009,Tennessee,West Tennessee,Haywood,150.0,"Haywood County, Tennessee",47075,TN
2009,Tennessee,West Tennessee,Henry,160.0,"Henry County, Tennessee",47079,TN
2009,Tennessee,Delta,Lauderdale,159.0,"Lauderdale County, Tennessee",47097,TN
2009,Tennessee,Western Rim,Lawrence,159.0,"Lawrence County, Tennessee",47099,TN
2009,Tennessee,Central Basin,Macon,134.0,"Macon County, Tennessee",47111,TN
2009,Tennessee,Cumberland Plateau,Marion,101.0,"Marion County, Tennessee",47115,TN
2009,Tennessee,Western Rim,Robertson,167.0,"Robertson County, Tennessee",47147,TN
2009,Tennessee,Central Basin,Rutherford,141.0,"Rutherford County, Tennessee",47149,TN
2009,Tennessee,Delta,Tipton,146.0,"Tipton County, Tennessee",47167,TN
2009,Tennessee,West Tennessee,Weakley,153.0,"Weakley County, Tennessee",47183,TN
2008,Tennessee,East Tennessee,Blount,125.0,"Blount County, Tennessee",47009,TN
2008,Tennessee,Central Basin,Cannon,94.0,"Cannon County, Tennessee",47015,TN
2008,Tennessee,West Tennessee,Carroll,114.0,"Carroll County, Tennessee",47017,TN
2008,Tennessee,Cumberland Plateau,Coffee,95.0,"Coffee County, Tennessee",47031,TN
2008,Tennessee,West Tennessee,Crockett,115.0,"Crockett County, Tennessee",47033,TN
2008,Tennessee,West Tennessee,Fayette,130.0,"Fayette County, Tennessee",47047,TN
2008,Tennessee,Cumberland Plateau,Franklin,92.0,"Franklin County, Tennessee",47051,TN
2008,Tennessee,West Tennessee,Gibson,117.0,"Gibson County, Tennessee",47053,TN
2008,Tennessee,Central Basin,Giles,133.0,"Giles County, Tennessee",47055,TN
2008,Tennessee,West Tennessee,Haywood,125.0,"Haywood County, Tennessee",47075,TN
2008,Tennessee,West Tennessee,Henry,97.0,"Henry County, Tennessee",47079,TN
2008,Tennessee,Delta,Lauderdale,113.0,"Lauderdale County, Tennessee",47097,TN
2008,Tennessee,Western Rim,Lawrence,96.0,"Lawrence County, Tennessee",47099,TN
2008,Tennessee,Central Basin,Macon,124.0,"Macon County, Tennessee",47111,TN
2008,Tennessee,Cumberland Plateau,Marion,106.0,"Marion County, Tennessee",47115,TN
2008,Tennessee,Western Rim,Robertson,148.0,"Robertson County, Tennessee",47147,TN
2008,Tennessee,Central Basin,Rutherford,97.0,"Rutherford County, Tennessee",47149,TN
2008,Tennessee,Delta,Tipton,112.0,"Tipton County, Tennessee",47167,TN
2008,Tennessee,West Tennessee,Weakley,117.0,"Weakley County, Tennessee",47183,TN
2007,Tennessee,East Tennessee,Blount,85.0,"Blount County, Tennessee",47009,TN
2007,Tennessee,Central Basin,Cannon,92.0,"Cannon County, Tennessee",47015,TN
2007,Tennessee,West Tennessee,Carroll,99.0,"Carroll County, Tennessee",47017,TN
2007,Tennessee,Cumberland Plateau,Coffee,79.0,"Coffee County, Tennessee",47031,TN
2007,Tennessee,West Tennessee,Crockett,120.0,"Crockett County, Tennessee",47033,TN
2007,Tennessee,West Tennessee,Fayette,113.0,"Fayette County, Tennessee",47047,TN
2007,Tennessee,Cumberland Plateau,Franklin,78.0,"Franklin County, Tennessee",47051,TN
2007,Tennessee,West Tennessee,Gibson,129.0,"Gibson County, Tennessee",47053,TN
2007,Tennessee,Central Basin,Giles,94.0,"Giles County, Tennessee",47055,TN
2007,Tennessee,West Tennessee,Haywood,104.0,"Haywood County, Tennessee",47075,TN
2007,Tennessee,West Tennessee,Henry,98.0,"Henry County, Tennessee",47079,TN
2007,Tennessee,Delta,Lauderdale,122.0,"Lauderdale County, Tennessee",47097,TN
2007,Tennessee,Western Rim,Lawrence,106.0,"Lawrence County, Tennessee",47099,TN
2007,Tennessee,Central Basin,Macon,112.0,"Macon County, Tennessee",47111,TN
2007,Tennessee,Cumberland Plateau,Marion,100.0,"Marion County, Tennessee",47115,TN
2007,Tennessee,Western Rim,Robertson,95.0,"Robertson County, Tennessee",47147,TN
2007,Tennessee,Central Basin,Rutherford,90.0,"Rutherford County, Tennessee",47149,TN
2007,Tennessee,Delta,Tipton,90.0,"Tipton County, Tennessee",47167,TN
2007,Tennessee,West Tennessee,Weakley,114.0,"Weakley County, Tennessee",47183,TN
2006,Tennessee,East Tennessee,Blount,83.0,"Blount County, Tennessee",47009,TN
2006,Tennessee,Central Basin,Cannon,110.0,"Cannon County, Tennessee",47015,TN
2006,Tennessee,West Tennessee,Carroll,124.0,"Carroll County, Tennessee",47017,TN
2006,Tennessee,Cumberland Plateau,Coffee,70.0,"Coffee County, Tennessee",47031,TN
2006,Tennessee,West Tennessee,Crockett,137.0,"Crockett County, Tennessee",47033,TN
2006,Tennessee,West Tennessee,Fayette,118.0,"Fayette County, Tennessee",47047,TN
2006,Tennessee,Cumberland Plateau,Franklin,71.0,"Franklin County, Tennessee",47051,TN
2006,Tennessee,West Tennessee,Gibson,135.0,"Gibson County, Tennessee",47053,TN
2006,Tennessee,Central Basin,Giles,88.0,"Giles County, Tennessee",47055,TN
2006,Tennessee,West Tennessee,Haywood,112.0,"Haywood County, Tennessee",47075,TN
2006,Tennessee,West Tennessee,Henry,145.0,"Henry County, Tennessee",47079,TN
2006,Tennessee,Delta,Lauderdale,130.0,"Lauderdale County, Tennessee",47097,TN
2006,Tennessee,Western Rim,Lawrence,120.0,"Lawrence County, Tennessee",47099,TN
2006,Tennessee,Central Basin,Macon,122.0,"Macon County, Tennessee",47111,TN
2006,Tennessee,Cumberland Plateau,Marion,109.0,"Marion County, Tennessee",47115,TN
2006,Tennessee,Western Rim,Robertson,142.0,"Robertson County, Tennessee",47147,TN
2006,Tennessee,Central Basin,Rutherford,122.0,"Rutherford County, Tennessee",47149,TN
2006,Tennessee,Delta,Tipton,117.0,"Tipton County, Tennessee",47167,TN
2006,Tennessee,West Tennessee,Weakley,146.0,"Weakley County, Tennessee",47183,TN
2005,Tennessee,East Tennessee,Blount,140.0,"Blount County, Tennessee",47009,TN
2005,Tennessee,Central Basin,Cannon,123.0,"Cannon County, Tennessee",47015,TN
2005,Tennessee,West Tennessee,Carroll,140.0,"Carroll County, Tennessee",47017,TN
2005,Tennessee,Cumberland Plateau,Coffee,135.0,"Coffee County, Tennessee",47031,TN
2005,Tennessee,West Tennessee,Crockett,116.0,"Crockett County, Tennessee",47033,TN
2005,Tennessee,West Tennessee,Fayette,111.0,"Fayette County, Tennessee",47047,TN
2005,Tennessee,Cumberland Plateau,Franklin,148.0,"Franklin County, Tennessee",47051,TN
2005,Tennessee,West Tennessee,Gibson,125.0,"Gibson County, Tennessee",47053,TN
2005,Tennessee,Central Basin,Giles,130.0,"Giles County, Tennessee",47055,TN
2005,Tennessee,West Tennessee,Haywood,113.0,"Haywood County, Tennessee",47075,TN
2005,Tennessee,West Tennessee,Henry,140.0,"Henry County, Tennessee",47079,TN
2005,Tennessee,Delta,Lauderdale,128.0,"Lauderdale County, Tennessee",47097,TN
2005,Tennessee,Western Rim,Lawrence,144.0,"Lawrence County, Tennessee",47099,TN
2005,Tennessee,Central Basin,Macon,125.0,"Macon County, Tennessee",47111,TN
2005,Tennessee,Cumberland Plateau,Marion,146.0,"Marion County, Tennessee",47115,TN
2005,Tennessee,Western Rim,Robertson,130.0,"Robertson County, Tennessee",47147,TN
2005,Tennessee,Central Basin,Rutherford,123.0,"Rutherford County, Tennessee",47149,TN
2005,Tennessee,Delta,Tipton,104.0,"Tipton County, Tennessee",47167,TN
2005,Tennessee,West Tennessee,Weakley,136.0,"Weakley County, Tennessee",47183,TN
2004,Tennessee,East Tennessee,Blount,139.0,"Blount County, Tennessee",47009,TN
2004,Tennessee,Central Basin,Cannon,141.0,"Cannon County, Tennessee",47015,TN
2004,Tennessee,West Tennessee,Carroll,130.0,"Carroll County, Tennessee",47017,TN
2004,Tennessee,Cumberland Plateau,Coffee,153.0,"Coffee County, Tennessee",47031,TN
2004,Tennessee,West Tennessee,Crockett,125.0,"Crockett County, Tennessee",47033,TN
2004,Tennessee,West Tennessee,Fayette,136.0,"Fayette County, Tennessee",47047,TN
2004,Tennessee,Cumberland Plateau,Franklin,160.0,"Franklin County, Tennessee",47051,TN
2004,Tennessee,West Tennessee,Gibson,138.0,"Gibson County, Tennessee",47053,TN
2004,Tennessee,Central Basin,Giles,144.0,"Giles County, Tennessee",47055,TN
2004,Tennessee,West Tennessee,Haywood,125.0,"Haywood County, Tennessee",47075,TN
2004,Tennessee,West Tennessee,Henry,150.0,"Henry County, Tennessee",47079,TN
2004,Tennessee,Delta,Lauderdale,139.0,"Lauderdale County, Tennessee",47097,TN
2004,Tennessee,Western Rim,Lawrence,161.0,"Lawrence County, Tennessee",47099,TN
2004,Tennessee,Central Basin,Macon,145.0,"Macon County, Tennessee",47111,TN
2004,Tennessee,Cumberland Plateau,Marion,135.0,"Marion County, Tennessee",47115,TN
2004,Tennessee,Western Rim,Robertson,159.0,"Robertson County, Tennessee",47147,TN
2004,Tennessee,Central Basin,Rutherford,133.0,"Rutherford County, Tennessee",47149,TN
2004,Tennessee,Delta,Tipton,115.0,"Tipton County, Tennessee",47167,TN
2004,Tennessee,West Tennessee,Weakley,143.0,"Weakley County, Tennessee",47183,TN
2003,Tennessee,East Tennessee,Blount,123.0,"Blount County, Tennessee",47009,TN
2003,Tennessee,Central Basin,Cannon,134.0,"Cannon County, Tennessee",47015,TN
2003,Tennessee,West Tennessee,Carroll,123.0,"Carroll County, Tennessee",47017,TN
2003,Tennessee,Cumberland Plateau,Coffee,139.0,"Coffee County, Tennessee",47031,TN
2003,Tennessee,West Tennessee,Crockett,115.0,"Crockett County, Tennessee",47033,TN
2003,Tennessee,West Tennessee,Fayette,125.0,"Fayette County, Tennessee",47047,TN
2003,Tennessee,Cumberland Plateau,Franklin,143.0,"Franklin County, Tennessee",47051,TN
2003,Tennessee,West Tennessee,Gibson,127.0,"Gibson County, Tennessee",47053,TN
2003,Tennessee,Central Basin,Giles,140.0,"Giles County, Tennessee",47055,TN
2003,Tennessee,West Tennessee,Haywood,115.0,"Haywood County, Tennessee",47075,TN
2003,Tennessee,West Tennessee,Henry,134.0,"Henry County, Tennessee",47079,TN
2003,Tennessee,Delta,Lauderdale,123.0,"Lauderdale County, Tennessee",47097,TN
2003,Tennessee,Western Rim,Lawrence,150.0,"Lawrence County, Tennessee",47099,TN
2003,Tennessee,Central Basin,Macon,132.0,"Macon County, Tennessee",47111,TN
2003,Tennessee,Cumberland Plateau,Marion,103.0,"Marion County, Tennessee",47115,TN
2003,Tennessee,Western Rim,Robertson,149.0,"Robertson County, Tennessee",47147,TN
2003,Tennessee,Central Basin,Rutherford,124.0,"Rutherford County, Tennessee",47149,TN
2003,Tennessee,Delta,Tipton,110.0,"Tipton County, Tennessee",47167,TN
2003,Tennessee,West Tennessee,Weakley,134.0,"Weakley County, Tennessee",47183,TN
2002,Tennessee,East Tennessee,Blount,97.0,"Blount County, Tennessee",47009,TN
2002,Tennessee,Central Basin,Cannon,100.0,"Cannon County, Tennessee",47015,TN
2002,Tennessee,West Tennessee,Carroll,109.0,"Carroll County, Tennessee",47017,TN
2002,Tennessee,Cumberland Plateau,Coffee,90.0,"Coffee County, Tennessee",47031,TN
2002,Tennessee,West Tennessee,Crockett,86.0,"Crockett County, Tennessee",47033,TN
2002,Tennessee,West Tennessee,Fayette,105.0,"Fayette County, Tennessee",47047,TN
2002,Tennessee,Cumberland Plateau,Franklin,100.0,"Franklin County, Tennessee",47051,TN
2002,Tennessee,West Tennessee,Gibson,109.0,"Gibson County, Tennessee",47053,TN
2002,Tennessee,Central Basin,Giles,119.0,"Giles County, Tennessee",47055,TN
2002,Tennessee,West Tennessee,Haywood,97.0,"Haywood County, Tennessee",47075,TN
2002,Tennessee,West Tennessee,Henry,117.0,"Henry County, Tennessee",47079,TN
2002,Tennessee,Delta,Lauderdale,110.0,"Lauderdale County, Tennessee",47097,TN
2002,Tennessee,Western Rim,Lawrence,119.0,"Lawrence County, Tennessee",47099,TN
2002,Tennessee,Central Basin,Macon,100.0,"Macon County, Tennessee",47111,TN
2002,Tennessee,Cumberland Plateau,Marion,98.0,"Marion County, Tennessee",47115,TN
2002,Tennessee,Western Rim,Robertson,123.0,"Robertson County, Tennessee",47147,TN
2002,Tennessee,Central Basin,Rutherford,93.0,"Rutherford County, Tennessee",47149,TN
2002,Tennessee,Delta,Tipton,97.0,"Tipton County, Tennessee",47167,TN
2002,Tennessee,West Tennessee,Weakley,117.0,"Weakley County, Tennessee",47183,TN
2001,Tennessee,East Tennessee,Blount,111.0,"Blount County, Tennessee",47009,TN
2001,Tennessee,Central Basin,Cannon,135.0,"Cannon County, Tennessee",47015,TN
2001,Tennessee,West Tennessee,Carroll,125.0,"Carroll County, Tennessee",47017,TN
2001,Tennessee,Cumberland Plateau,Coffee,137.0,"Coffee County, Tennessee",47031,TN
2001,Tennessee,West Tennessee,Crockett,109.0,"Crockett County, Tennessee",47033,TN
2001,Tennessee,West Tennessee,Fayette,108.0,"Fayette County, Tennessee",47047,TN
2001,Tennessee,Cumberland Plateau,Franklin,152.0,"Franklin County, Tennessee",47051,TN
2001,Tennessee,West Tennessee,Gibson,128.0,"Gibson County, Tennessee",47053,TN
2001,Tennessee,Central Basin,Giles,123.0,"Giles County, Tennessee",47055,TN
2001,Tennessee,West Tennessee,Haywood,110.0,"Haywood County, Tennessee",47075,TN
2001,Tennessee,West Tennessee,Henry,141.0,"Henry County, Tennessee",47079,TN
2001,Tennessee,Delta,Lauderdale,133.0,"Lauderdale County, Tennessee",47097,TN
2001,Tennessee,Western Rim,Lawrence,150.0,"Lawrence County, Tennessee",47099,TN
2001,Tennessee,Central Basin,Macon,103.0,"Macon County, Tennessee",47111,TN
2001,Tennessee,Cumberland Plateau,Marion,132.0,"Marion County, Tennessee",47115,TN
2001,Tennessee,Western Rim,Robertson,146.0,"Robertson County, Tennessee",47147,TN
2001,Tennessee,Central Basin,Rutherford,125.0,"Rutherford County, Tennessee",47149,TN
2001,Tennessee,Delta,Tipton,120.0,"Tipton County, Tennessee",47167,TN
2001,Tennessee,West Tennessee,Weakley,141.0,"Weakley County, Tennessee",47183,TN
2000,Tennessee,East Tennessee,Blount,115.0,"Blount County, Tennessee",47009,TN
2000,Tennessee,Central Basin,Cannon,110.0,"Cannon County, Tennessee",47015,TN
2000,Tennessee,West Tennessee,Carroll,116.0,"Carroll County, Tennessee",47017,TN
2000,Tennessee,Cumberland Plateau,Coffee,125.0,"Coffee County, Tennessee",47031,TN
2000,Tennessee,West Tennessee,Crockett,109.0,"Crockett County, Tennessee",47033,TN
2000,Tennessee,West Tennessee,Fayette,95.0,"Fayette County, Tennessee",47047,TN
2000,Tennessee,Cumberland Plateau,Franklin,135.0,"Franklin County, Tennessee",47051,TN
2000,Tennessee,West Tennessee,Gibson,114.0,"Gibson County, Tennessee",47053,TN
2000,Tennessee,Central Basin,Giles,110.0,"Giles County, Tennessee",47055,TN
2000,Tennessee,West Tennessee,Haywood,95.0,"Haywood County, Tennessee",47075,TN
2000,Tennessee,West Tennessee,Henry,116.0,"Henry County, Tennessee",47079,TN
2000,Tennessee,Delta,Lauderdale,119.0,"Lauderdale County, Tennessee",47097,TN
2000,Tennessee,Western Rim,Lawrence,132.0,"Lawrence County, Tennessee",47099,TN
2000,Tennessee,Central Basin,Macon,100.0,"Macon County, Tennessee",47111,TN
2000,Tennessee,Cumberland Plateau,Marion,108.0,"Marion County, Tennessee",47115,TN
2000,Tennessee,Western Rim,Robertson,105.0,"Robertson County, Tennessee",47147,TN
2000,Tennessee,Central Basin,Rutherford,80.0,"Rutherford County, Tennessee",47149,TN
2000,Tennessee,Delta,Tipton,105.0,"Tipton County, Tennessee",47167,TN
2000,Tennessee,West Tennessee,Weakley,117.0,"Weakley County, Tennessee",47183,TN
